country,crop_type,disease_name,avg_disease_probability,avg_yield_loss_percent,avg_economic_loss_usd_per_hectare,avg_food_security_impact_score,records
Brazil,Carrot,Carrot Root Rot,0.6300749999999999,44.2115625,16227.755000000001,61.4409375,32
Vietnam,Cabbage,Black Rot,0.6300675925925927,43.14888888888889,19865.66851851852,59.333518518518524,108
France,Cotton,Cotton Leaf Curl Virus,0.63005,44.80982758620689,19753.892068965517,62.040517241379305,58
Brazil,Cabbage,Black Rot,0.6300064814814815,45.107962962962965,19192.539722222224,62.408796296296295,108
France,Garlic,Garlic Mosaic Virus,0.6298137931034482,45.03551724137931,22722.620344827585,62.41827586206896,29
Morocco,Cauliflower,Cauliflower Mosaic Virus,0.6297151515151516,45.46393939393939,18861.991818181818,64.26636363636364,33
Kenya,Sugarcane,Smut,0.6296233333333333,44.18783333333333,19722.973833333333,61.45616666666667,60
Egypt,Canola,Canola Mosaic Virus,0.629575,45.199444444444445,19470.964722222223,63.822500000000005,36
Egypt,Cauliflower,Cauliflower Mosaic Virus,0.629471052631579,46.369473684210526,17728.338947368422,65.96131578947369,38
Nigeria,Sugarcane,Smut,0.6294,44.77153846153846,19539.547115384616,61.994038461538466,52
Ethiopia,Chili,Anthracnose,0.629162962962963,44.37175925925926,19018.929074074076,61.41935185185185,108
South Africa,Guava,Guava Mosaic Virus,0.6291545454545454,45.82212121212122,18160.067575757574,64.84666666666666,33
Nigeria,Grapes,Downy Mildew,0.6289157407407407,45.175925925925924,18722.73962962963,61.69851851851851,108
India,Wheat,Wheat Rust,0.6288779999999999,44.785599999999995,19310.2968,62.1554,50
India,Maize,Northern Corn Leaf Blight,0.6287983333333333,44.9095,19024.799,62.67783333333333,60
Morocco,Sorghum,Sorghum Mosaic Virus,0.6287972222222222,43.70944444444444,18543.400555555556,62.940000000000005,36
Papua New Guinea,Okra,Okra Mosaic Virus,0.6287421052631579,44.90605263157895,18925.229210526315,60.17131578947369,38
Kenya,Cotton,Cotton Wilt,0.6285563636363636,44.218909090909094,17305.23218181818,61.967454545454544,55
Colombia,Guava,Guava Mosaic Virus,0.6284333333333333,45.4669696969697,20462.00727272727,62.763939393939395,33
Ghana,Barley,Barley Root Rot,0.628264,43.4956,19769.012,60.14,25
Brazil,Citrus,Citrus Canker,0.6282398148148148,44.809444444444445,17561.480277777777,62.322037037037035,108
Bangladesh,Carrot,Carrot Mosaic Virus,0.6282209302325582,44.78697674418604,19300.574186046513,60.45023255813954,43
Colombia,Rice,Bacterial Leaf Blight,0.6281648648648649,45.589729729729726,16157.894054054053,63.01081081081081,37
Colombia,Cocoa,Cocoa Mosaic Virus,0.6281625000000001,44.918125,20807.026041666668,62.378125000000004,48
Mexico,Mung Bean,Mung Bean Root Rot,0.6279757575757575,44.02363636363636,22099.89212121212,63.845151515151514,33
Brazil,Chickpea,Ascochyta Blight,0.6279148148148148,44.61407407407407,17880.479814814815,61.374351851851856,108
Vietnam,Sugarcane,Smut,0.6278818181818181,44.31709090909091,18122.194909090907,59.525999999999996,55
Ghana,Banana,Black Sigatoka,0.6276037735849056,44.055660377358485,18915.36075471698,61.34754716981132,53
Australia,Pea,Pea Mosaic Virus,0.6275967741935484,44.55451612903226,22231.509354838712,64.03548387096774,31
Ethiopia,Garlic,Garlic Mosaic Virus,0.6275739130434783,44.21478260869565,15678.256956521738,61.686521739130434,23
New Zealand,Banana,Panama Disease,0.6275129032258064,43.82435483870968,19258.525,60.80774193548387,62
Vietnam,Cotton,Cotton Wilt,0.6274945454545454,43.55618181818182,19323.297818181814,59.93218181818182,55
Bangladesh,Banana,Black Sigatoka,0.6274903846153846,43.1125,18642.93192307692,59.52961538461538,52
Indonesia,Pea,Pea Mosaic Virus,0.6274888888888889,44.91111111111111,22385.24472222222,60.713055555555556,36
Germany,Banana,Panama Disease,0.6274236363636363,44.742,17035.100181818183,61.63363636363636,55
Thailand,Mung Bean,Mung Bean Mosaic Virus,0.6273394736842105,44.0728947368421,17350.930526315788,61.400263157894734,38
Bangladesh,Guava,Guava Mosaic Virus,0.6273239130434782,44.98326086956522,17929.06695652174,60.43108695652174,46
Colombia,Wheat,Wheat Rust,0.6272881355932203,44.755254237288135,18075.170508474577,62.204237288135594,59
Ghana,Citrus,Citrus Canker,0.6272787037037036,44.85361111111111,18611.687314814815,62.38194444444444,108
Ghana,Wheat,Wheat Rust,0.6272741935483871,43.715483870967745,20083.429193548385,60.88161290322581,62
Pakistan,Canola,Canola Mosaic Virus,0.627244,46.3784,19058.944,65.13600000000001,25
Germany,Sorghum,Sorghum Mosaic Virus,0.6271727272727273,44.06318181818182,17918.483863636364,61.84636363636364,44
Vietnam,Rice,Bacterial Leaf Blight,0.6270818181818182,44.08318181818182,18812.773863636365,59.89431818181818,44
Papua New Guinea,Grapes,Downy Mildew,0.6269666666666667,43.66888888888889,18112.073055555553,59.38685185185185,108
Egypt,Banana,Panama Disease,0.6269055555555555,45.232777777777784,18036.09314814815,64.55203703703704,54
Iran,Guava,Guava Mosaic Virus,0.6269,44.072432432432436,18698.82324324324,64.06378378378379,37
Thailand,Tomato,Bacterial Wilt,0.6268,44.87973684210527,18415.935789473686,62.14921052631579,38
Papua New Guinea,Maize,Northern Corn Leaf Blight,0.6267511627906976,44.096744186046514,16142.168139534884,59.80441860465117,43
Indonesia,Pomegranate,Pomegranate Root Rot,0.6266694444444444,45.40361111111111,16070.713333333335,60.79722222222222,36
Vietnam,Maize,Northern Corn Leaf Blight,0.6265578947368421,44.47350877192982,19814.33596491228,60.69561403508772,57
Bangladesh,Garlic,Garlic Mosaic Virus,0.6265571428571429,42.06071428571429,15596.829642857143,58.48357142857143,28
Thailand,Maize,Northern Corn Leaf Blight,0.6265037037037038,44.23425925925926,21722.790925925925,61.82851851851852,54
Indonesia,Cotton,Cotton Wilt,0.6264184210526316,44.13842105263158,19089.664210526316,59.345263157894735,38
Mexico,Banana,Black Sigatoka,0.626351724137931,44.952241379310344,18758.08655172414,63.72741379310345,58
Thailand,Chickpea,Ascochyta Blight,0.626313888888889,44.283425925925926,18892.76972222222,61.321481481481484,108
USA,Tomato,Tomato Yellow Leaf Curl Virus,0.6262314285714286,44.21971428571429,20859.371142857144,60.861428571428576,35
Kenya,Guava,Guava Root Rot,0.6262023255813953,44.71674418604651,17950.53093023256,62.010232558139535,43
USA,Millet,Millet Mosaic Virus,0.6261975609756097,44.63024390243902,18744.41536585366,61.7890243902439,41
Spain,Sorghum,Sorghum Mosaic Virus,0.626090625,43.6740625,17898.2321875,61.237500000000004,32
Thailand,Banana,Black Sigatoka,0.6260431818181819,44.108636363636364,21034.312045454546,62.10113636363636,44
Kenya,Tomato,Tomato Early Blight,0.6259967741935484,43.83870967741935,21688.071612903226,61.04096774193548,31
Bangladesh,Pomegranate,Pomegranate Mosaic Virus,0.6258472222222222,43.19777777777777,19038.93388888889,58.338055555555556,36
Papua New Guinea,Sorghum,Sorghum Mosaic Virus,0.6258393939393939,42.78515151515152,16825.13090909091,59.38757575757575,33
Brazil,Canola,Canola Mosaic Virus,0.6258117647058823,43.28176470588235,15377.469117647059,60.398823529411764,34
Indonesia,Mung Bean,Mung Bean Mosaic Virus,0.6257657142857144,44.66914285714286,20014.841142857145,60.64,35
Papua New Guinea,Cucumber,Downy Mildew,0.6257351851851852,44.278055555555554,19264.49564814815,60.02203703703704,108
Ethiopia,Carrot,Carrot Leaf Spot,0.6257351351351351,44.06945945945946,23441.393513513514,61.89891891891892,37
Indonesia,Guava,Guava Mosaic Virus,0.6257142857142857,44.31892857142857,19219.687857142857,60.40071428571429,28
Brazil,Pea,Pea Mosaic Virus,0.6256375,44.49875,17045.318124999998,62.03625,32
Vietnam,Sugarcane,Red Rot,0.6256094339622641,42.81981132075472,19202.786415094342,58.47490566037736,53
Indonesia,Cauliflower,Cauliflower Mosaic Virus,0.625545,42.632999999999996,19049.6845,58.9225,40
Ghana,Mung Bean,Mung Bean Root Rot,0.6255354838709678,42.83741935483871,19594.454838709677,60.425161290322585,31
Ghana,Pomegranate,Pomegranate Mosaic Virus,0.6255128205128205,43.9474358974359,18557.420000000002,60.27974358974359,39
Vietnam,Cocoa,Cocoa Root Rot,0.6255057142857143,43.67971428571428,14238.231714285714,59.150571428571425,35
Spain,Potato,Late Blight,0.6254839285714285,44.11392857142857,18365.849107142858,60.76571428571429,56
Nigeria,Rice,Rice Blast,0.62543125,45.4825,16640.3884375,62.675312500000004,32
Mexico,Coffee,Coffee Leaf Rust,0.6254268518518518,45.669629629629625,20159.18277777778,64.75648148148149,108
New Zealand,Potato,Late Blight,0.6253716981132076,44.49283018867924,17543.176226415093,61.96188679245283,53
Italy,Potato,Late Blight,0.6253416666666667,43.28416666666667,18876.20333333333,60.443333333333335,60
India,Grapes,Downy Mildew,0.6252861111111111,44.85851851851852,18433.671574074073,62.268240740740744,108
Thailand,Garlic,Garlic Mosaic Virus,0.6252513513513513,42.98189189189189,20481.202702702703,60.62243243243244,37
Colombia,Chili,Anthracnose,0.625137962962963,44.155,16311.849166666667,61.75,108
Colombia,Tomato,Bacterial Wilt,0.6251333333333333,43.86181818181819,18452.052727272727,61.49848484848485,33
Vietnam,Chili,Anthracnose,0.6251120370370371,43.65259259259259,18899.357222222225,59.50694444444444,108
Papua New Guinea,Citrus,Citrus Canker,0.6251046296296296,42.88898148148149,17925.879444444443,58.911574074074075,108
Kenya,Cabbage,Black Rot,0.6250935185185185,44.02657407407407,18402.382222222222,61.50796296296296,108
Kenya,Apple,Apple Scab,0.625075925925926,43.355000000000004,18560.415,60.18898148148148,108
Spain,Canola,Canola Mosaic Virus,0.6250758620689655,45.44931034482759,16666.985517241377,62.56517241379311,29
Mexico,Chili,Anthracnose,0.6250629629629629,44.90083333333333,16859.69851851852,64.01527777777777,108
Ukraine,Tomato,Tomato Yellow Leaf Curl Virus,0.6248146341463414,43.95756097560976,19702.16975609756,60.69292682926829,41
Vietnam,Potato,Early Blight,0.6248064516129033,43.12322580645161,16198.38129032258,59.57322580645161,62
Mexico,Cotton,Cotton Wilt,0.6245898305084746,46.623898305084744,21433.17779661017,64.74220338983051,59
Italy,Cotton,Cotton Leaf Curl Virus,0.6245428571428571,45.000204081632646,18236.220204081634,62.0,49
Argentina,Cotton,Cotton Leaf Curl Virus,0.6245072727272728,43.59436363636364,17615.089090909092,60.94581818181818,55
Papua New Guinea,Wheat,Powdery Mildew,0.6244264150943396,44.46528301886792,20048.03811320755,60.65867924528302,53
Bangladesh,Canola,Canola Mosaic Virus,0.6243878787878788,42.74939393939394,16790.903333333335,58.986363636363635,33
Papua New Guinea,Rice,Rice Tungro Virus,0.6242914285714286,42.892,18939.949142857142,58.66228571428571,35
Papua New Guinea,Mango,Anthracnose,0.6242666666666666,44.14111111111111,18479.853518518517,60.18907407407408,108
Colombia,Sugarcane,Smut,0.6242444444444445,43.69851851851851,17596.97111111111,61.11777777777778,54
Spain,Okra,Okra Mosaic Virus,0.6242275,43.39025,14620.9215,61.10825,40
Pakistan,Sorghum,Sorghum Mosaic Virus,0.6242114285714285,45.01342857142857,20643.160285714286,63.498285714285714,35
Colombia,Sunflower,Downy Mildew,0.6240416666666667,43.61944444444444,17646.396018518517,60.81046296296296,108
Thailand,Coffee,Coffee Leaf Rust,0.6238722222222223,43.21453703703704,18034.094166666666,60.93601851851852,108
Ukraine,Okra,Okra Mosaic Virus,0.6237567567567568,44.87027027027027,19157.75189189189,61.07648648648649,37
India,Citrus,Citrus Canker,0.6237,43.65185185185185,17560.80898148148,61.14527777777777,108
Nigeria,Groundnut,Tikka Leaf Spot,0.6236944444444444,43.81027777777778,21082.0425,60.93527777777778,108
Papua New Guinea,Sugarcane,Red Rot,0.6236162790697675,42.35302325581395,17183.74837209302,58.10790697674418,43
Colombia,Potato,Early Blight,0.623596,43.1614,16942.4906,60.4916,50
Ghana,Tomato,Tomato Early Blight,0.6235350000000001,44.1435,17785.35475,60.902750000000005,40
Indonesia,Cocoa,Cocoa Root Rot,0.62345,44.34411764705882,19597.353529411765,60.122058823529414,34
Papua New Guinea,Garlic,Garlic Root Rot,0.623427027027027,45.542162162162164,17702.641891891893,61.3727027027027,37
Pakistan,Rice,Rice Blast,0.6233675675675675,45.119729729729734,21533.06243243243,63.87486486486486,37
Ghana,Cauliflower,Cauliflower Root Rot,0.62334,43.518571428571434,18301.004285714287,61.39514285714286,35
Germany,Pea,Pea Mosaic Virus,0.6232771428571429,45.40714285714286,17835.29257142857,62.50228571428571,35
Thailand,Rice,Bacterial Leaf Blight,0.6231945945945946,44.69432432432433,17055.97,62.01054054054054,37
China,Cotton,Cotton Leaf Curl Virus,0.6231857142857143,44.11553571428571,19770.88892857143,61.43107142857143,56
Kenya,Maize,Northern Corn Leaf Blight,0.6231722222222222,43.73259259259259,18780.252037037037,61.07314814814814,54
Kenya,Sunflower,Downy Mildew,0.6231629629629629,44.135185185185186,18760.08537037037,61.40435185185185,108
Ukraine,Cotton,Cotton Leaf Curl Virus,0.6229150943396226,43.03867924528302,18283.869433962263,59.66943396226415,53
Ghana,Cucumber,Downy Mildew,0.6228324074074074,44.05712962962963,18145.03277777778,61.32694444444444,108
Colombia,Mango,Anthracnose,0.6228083333333333,44.19148148148148,17661.682037037037,61.70842592592593,108
Indonesia,Canola,Canola Mosaic Virus,0.6228030303030304,42.61030303030304,18693.940000000002,58.408181818181816,33
South Africa,Potato,Late Blight,0.6227189655172414,45.02155172413793,17990.29793103448,64.03137931034483,58
Colombia,Sugarcane,Red Rot,0.6227055555555556,43.74462962962963,19452.429629629627,61.51481481481482,54
Indonesia,Sugarcane,Red Rot,0.6226510204081633,43.3773469387755,19858.40693877551,59.59244897959184,49
Mexico,Tomato,Tomato Early Blight,0.6225740740740741,44.89,18727.636296296296,63.39592592592593,27
Ghana,Pea,Pea Mosaic Virus,0.6224166666666666,42.84583333333333,18604.24,61.182500000000005,36
Ethiopia,Cocoa,Cocoa Root Rot,0.6223944444444444,44.503055555555555,16929.768333333333,61.57944444444445,36
Thailand,Guava,Guava Mosaic Virus,0.6222944444444445,44.596111111111114,18255.11333333333,61.794444444444444,36
Turkey,Rice,Rice Blast,0.6222647058823529,43.10823529411765,17482.010294117645,60.33882352941176,34
India,Millet,Millet Mosaic Virus,0.6221806451612903,42.99612903225807,16257.806774193548,60.440322580645166,31
Turkey,Potato,Late Blight,0.622171186440678,43.90966101694915,20583.669491525423,60.71254237288136,59
Germany,Tomato,Tomato Yellow Leaf Curl Virus,0.6220694444444445,43.343333333333334,19014.036944444444,60.964999999999996,36
Colombia,Wheat,Powdery Mildew,0.6220408163265306,44.601020408163265,19493.54163265306,61.691224489795914,49
Thailand,Apple,Apple Scab,0.621987962962963,43.39731481481481,20290.163055555553,60.903888888888886,108
Nigeria,Cocoa,Cocoa Mosaic Virus,0.6219357142857144,42.667500000000004,17239.115714285716,60.762857142857136,28
Pakistan,Pea,Pea Mosaic Virus,0.6218027027027027,44.68081081081081,22441.912972972972,63.681891891891894,37
Indonesia,Cocoa,Cocoa Mosaic Virus,0.621785,45.015249999999995,20341.61175,59.75675,40
Ghana,Cabbage,Black Rot,0.6217462962962963,43.3787037037037,18261.82324074074,60.67009259259259,108
France,Rice,Rice Blast,0.6217035714285714,42.200714285714284,17083.654642857142,58.64964285714286,28
New Zealand,Cocoa,Cocoa Mosaic Virus,0.621691304347826,43.17173913043479,19588.18304347826,60.63782608695652,46
Brazil,Apple,Apple Scab,0.6216638888888889,43.80472222222222,18351.25101851852,60.55462962962962,108
India,Eggplant,Phomopsis Blight,0.6216342592592592,43.29962962962963,18172.252685185187,60.470555555555556,108
Ghana,Maize,Northern Corn Leaf Blight,0.6215965517241379,44.86396551724138,18413.934655172412,62.22965517241379,58
Spain,Chickpea,Ascochyta Blight,0.6215898148148148,43.090185185185184,17256.24324074074,59.785185185185185,108
Papua New Guinea,Rice,Rice Blast,0.6215628571428571,43.751999999999995,17483.50542857143,59.132571428571424,35
Indonesia,Garlic,Garlic Leaf Spot,0.6214055555555555,43.213055555555556,18873.23833333333,59.645833333333336,36
Turkey,Sugarcane,Red Rot,0.6213603773584906,43.87754716981132,18284.93547169811,60.2811320754717,53
Ghana,Chili,Anthracnose,0.621275925925926,43.412592592592596,18316.448055555553,60.991759259259254,108
Vietnam,Eggplant,Phomopsis Blight,0.6212574074074074,43.32138888888889,19367.680833333332,59.14851851851852,108
India,Sunflower,Downy Mildew,0.6212185185185185,44.147777777777776,17476.491574074076,61.46231481481482,108
Vietnam,Canola,Canola Mosaic Virus,0.6211354838709677,43.493870967741934,18504.235806451616,58.89387096774194,31
India,Potato,Early Blight,0.6209384615384616,44.33653846153846,18104.833076923078,61.669423076923074,52
Iran,Sorghum,Sorghum Mosaic Virus,0.6208894736842105,44.05447368421053,18612.648684210526,63.223684210526315,38
Argentina,Tomato,Bacterial Wilt,0.6208837209302326,44.33511627906977,18105.29651162791,61.156976744186046,43
Ethiopia,Sugarcane,Red Rot,0.6208759259259259,44.150925925925925,18966.467037037037,61.650555555555556,54
Kenya,Okra,Okra Mosaic Virus,0.6208136363636364,44.658863636363634,15098.154999999999,62.05977272727273,44
India,Cucumber,Downy Mildew,0.6207907407407407,44.40657407407407,17509.254537037035,62.18907407407408,108
Spain,Garlic,Garlic Mosaic Virus,0.620735294117647,45.08735294117647,23048.103529411765,62.70676470588236,34
Papua New Guinea,Carrot,Carrot Mosaic Virus,0.6207233333333334,41.54833333333333,20247.35166666667,57.24466666666667,30
India,Apple,Apple Scab,0.6207185185185184,43.76203703703704,17929.287407407406,61.115092592592596,108
Bangladesh,Grapes,Downy Mildew,0.6206935185185185,43.51611111111111,18411.397222222222,59.19527777777778,108
Germany,Cocoa,Cocoa Mosaic Virus,0.6206833333333334,43.233333333333334,17146.85111111111,60.73916666666667,36
Argentina,Banana,Black Sigatoka,0.6206557692307691,43.39134615384615,21087.39576923077,60.92038461538462,52
Ukraine,Garlic,Garlic Mosaic Virus,0.6205953488372093,42.537674418604645,18977.86,59.32488372093023,43
Kenya,Rice,Bacterial Leaf Blight,0.6205153846153846,44.39102564102564,16977.77512820513,61.965384615384615,39
Brazil,Canola,Canola Root Rot,0.6205,43.474634146341465,17903.94731707317,60.93975609756097,41
Spain,Banana,Panama Disease,0.6204753846153847,42.153999999999996,16678.206923076923,59.43830769230769,65
Ukraine,Guava,Guava Mosaic Virus,0.6204688888888888,43.827333333333335,19423.57888888889,61.153777777777776,45
Colombia,Pomegranate,Pomegranate Root Rot,0.6204181818181819,44.77727272727273,18434.37909090909,61.53272727272727,33
Pakistan,Potato,Late Blight,0.6203911111111111,44.96244444444444,20374.50511111111,63.82933333333334,45
Mexico,Pea,Pea Root Rot,0.6201242424242424,45.03909090909091,19137.047272727275,64.00242424242424,33
Papua New Guinea,Cauliflower,Cauliflower Mosaic Virus,0.6200611111111111,43.94916666666667,19393.801111111112,60.25972222222222,36
Bangladesh,Cocoa,Cocoa Mosaic Virus,0.6199611111111111,43.530277777777776,17688.5075,59.70055555555555,36
Spain,Cotton,Cotton Leaf Curl Virus,0.6198499999999999,44.791428571428575,18340.619464285715,61.684821428571425,56
Nigeria,Chili,Anthracnose,0.6198185185185184,44.14453703703703,17784.595555555556,61.36787037037037,108
Nigeria,Maize,Northern Corn Leaf Blight,0.6196070175438596,44.09105263157895,18722.94631578947,61.65508771929825,57
Bangladesh,Cauliflower,Cauliflower Mosaic Virus,0.6195828571428572,42.23257142857143,18399.24514285714,58.007714285714286,35
Vietnam,Pomegranate,Pomegranate Root Rot,0.6195741935483872,44.78806451612903,21310.85451612903,59.87516129032259,31
China,Canola,Canola Mosaic Virus,0.619565625,43.325625,15961.0203125,60.275625,32
Egypt,Potato,Late Blight,0.6195579999999999,43.99,19937.800600000002,62.4338,50
Bangladesh,Maize,Maize Smut,0.6193688524590164,42.331311475409834,18165.405409836065,58.42901639344262,61
Pakistan,Banana,Panama Disease,0.6192406779661017,44.14,20633.833898305085,63.40305084745763,59
Papua New Guinea,Pea,Pea Mosaic Virus,0.6192058823529412,43.18617647058824,17797.272058823528,58.83588235294118,34
Vietnam,Canola,Canola Root Rot,0.6191774999999999,44.858,19716.95175,60.4135,40
Indonesia,Carrot,Carrot Mosaic Virus,0.6191394736842105,42.25578947368421,15794.861052631579,57.597894736842115,38
Argentina,Pomegranate,Pomegranate Mosaic Virus,0.6191212121212122,44.57909090909091,17422.70212121212,60.369090909090914,33
Thailand,Okra,Okra Root Rot,0.6190857142857142,42.97714285714286,15773.377999999999,59.83971428571428,35
Spain,Cauliflower,Cauliflower Mosaic Virus,0.619054347826087,43.22891304347826,19138.299782608698,60.755217391304356,46
Nigeria,Rice,Bacterial Leaf Blight,0.619009090909091,44.39363636363636,21154.311363636363,61.61181818181819,44
Nigeria,Guava,Guava Mosaic Virus,0.6188366666666667,42.61533333333333,19110.731666666667,59.544,30
Bangladesh,Cucumber,Downy Mildew,0.6187944444444445,43.527685185185184,19744.663425925926,59.216944444444444,108
Ethiopia,Maize,Northern Corn Leaf Blight,0.618656862745098,43.740980392156864,15105.987450980392,61.094313725490196,51
Indonesia,Sugarcane,Smut,0.6185779661016949,43.05118644067797,19615.803389830508,59.49067796610169,59
Brazil,Cocoa,Cocoa Mosaic Virus,0.6184617647058823,43.700294117647054,16996.642352941177,60.71441176470588,34
Indonesia,Onion,Downy Mildew,0.6183796296296296,42.91509259259259,17968.152685185185,58.87027777777777,108
Mexico,Soybean,Soybean Rust,0.6182694444444444,44.1925925925926,19270.16537037037,62.89759259259259,108
Spain,Rice,Rice Blast,0.61823125,44.40979166666667,17940.405625,61.674791666666664,48
Ukraine,Rice,Rice Blast,0.6180511627906977,42.8493023255814,15244.870930232557,60.048372093023254,43
Colombia,Cocoa,Cocoa Leaf Spot,0.6179,41.5258064516129,19505.061612903228,58.67612903225807,31
Vietnam,Mango,Anthracnose,0.6178101851851852,43.210277777777776,17913.11787037037,58.65203703703704,108
Brazil,Groundnut,Tikka Leaf Spot,0.6178046296296296,43.70231481481482,18778.114907407406,60.89351851851852,108
Kenya,Guava,Guava Leaf Spot,0.617686111111111,43.400000000000006,17189.34138888889,60.8425,36
Bangladesh,Sugarcane,Smut,0.617644262295082,43.178688524590164,14977.380327868852,58.965081967213116,61
Colombia,Cucumber,Downy Mildew,0.6175953703703704,43.49574074074074,17364.69953703704,60.88444444444445,108
Indonesia,Garlic,Garlic Root Rot,0.6174842105263159,42.706315789473685,19856.288157894738,58.37842105263158,38
Indonesia,Eggplant,Phomopsis Blight,0.6173861111111111,43.18694444444444,17787.632592592592,59.09796296296296,108
France,Carrot,Carrot Mosaic Virus,0.6173257142857143,42.794285714285714,16237.390857142855,60.91228571428571,35
Papua New Guinea,Tomato,Tomato Early Blight,0.6173022727272728,43.67840909090909,21697.50681818182,59.89590909090909,44
Germany,Rice,Rice Tungro Virus,0.6172923076923077,43.124102564102564,20220.663076923076,60.03153846153846,39
Indonesia,Canola,Canola Root Rot,0.61729,43.06666666666667,16912.284666666666,59.478,30
Turkey,Banana,Panama Disease,0.6172866666666667,43.41977777777778,20593.452222222222,60.02977777777778,45
Thailand,Millet,Millet Leaf Spot,0.6171931034482758,43.212758620689655,18154.273448275864,60.39586206896552,29
Papua New Guinea,Pomegranate,Pomegranate Root Rot,0.6171875,42.668125,19661.3003125,58.3709375,32
Colombia,Pomegranate,Pomegranate Leaf Spot,0.6170190476190476,42.545,17898.443571428572,60.05,42
Bangladesh,Groundnut,Tikka Leaf Spot,0.6170092592592593,42.98546296296296,18301.499166666665,58.893055555555556,108
France,Tomato,Tomato Yellow Leaf Curl Virus,0.6169944444444444,43.159166666666664,18916.97111111111,60.016666666666666,36
Brazil,Rice,Bacterial Leaf Blight,0.6169034482758621,43.46896551724138,18568.203448275865,60.44793103448276,29
Mexico,Rice,Bacterial Leaf Blight,0.6168634146341463,44.62024390243903,18178.423902439026,62.883658536585365,41
New Zealand,Rice,Rice Blast,0.6168560975609756,42.662926829268294,17630.523902439025,59.2039024390244,41
Kenya,Wheat,Wheat Rust,0.6168327272727273,43.470727272727274,18285.202181818182,60.97654545454545,55
Germany,Cotton,Cotton Leaf Curl Virus,0.6168316666666667,43.11816666666667,18523.687833333333,60.45433333333334,60
Germany,Sugarcane,Red Rot,0.6168,43.35980769230769,19425.611346153848,60.96269230769231,52
Papua New Guinea,Canola,Canola Mosaic Virus,0.61674,43.94266666666667,16655.502666666667,59.72066666666667,30
Indonesia,Pomegranate,Pomegranate Mosaic Virus,0.6167135135135136,43.597297297297295,17304.12864864865,59.380810810810814,37
Brazil,Sugarcane,Red Rot,0.6166769230769231,42.95403846153847,16911.816346153846,60.58019230769231,52
Brazil,Guava,Guava Root Rot,0.6166676470588235,43.993529411764705,18185.15911764706,61.435,34
Nigeria,Barley,Barley Root Rot,0.61614375,44.4021875,18773.2128125,61.769687499999996,32
USA,Okra,Okra Mosaic Virus,0.6160970588235294,44.309411764705885,18366.751470588235,61.661764705882355,34
Ethiopia,Cabbage,Black Rot,0.616062037037037,43.52166666666667,18321.19,60.50138888888888,108
India,Cabbage,Black Rot,0.6159064814814814,43.10703703703704,16807.640277777777,60.348888888888894,108
India,Tomato,Tomato Early Blight,0.6158783783783784,44.52945945945946,20693.041081081083,61.59054054054054,37
Thailand,Sorghum,Sorghum Mosaic Virus,0.6158666666666667,43.18151515151515,20632.195454545454,60.20727272727272,33
Ethiopia,Sunflower,Downy Mildew,0.6157722222222222,43.508240740740746,17616.90675925926,60.34314814814815,108
Ethiopia,Onion,Downy Mildew,0.6157601851851852,43.63796296296296,18122.10361111111,61.25981481481482,108
Colombia,Groundnut,Tikka Leaf Spot,0.615737962962963,43.252685185185186,20070.322777777776,60.542685185185185,108
France,Okra,Okra Mosaic Virus,0.6156884615384615,42.222692307692306,17522.501538461536,59.59153846153846,26
Thailand,Maize,Maize Smut,0.6156722222222222,43.23092592592592,16048.597037037036,60.88259259259259,54
Vietnam,Cucumber,Downy Mildew,0.6156694444444445,42.824629629629634,18062.453148148146,58.63342592592593,108
Ethiopia,Pomegranate,Pomegranate Mosaic Virus,0.6155793103448276,43.5803448275862,16844.890689655174,60.079655172413794,29
Kenya,Carrot,Carrot Root Rot,0.6154459459459459,43.43324324324324,18903.063513513513,60.167297297297296,37
Kenya,Citrus,Citrus Canker,0.6154064814814815,43.255462962962966,19022.84101851852,60.46666666666666,108
Brazil,Okra,Okra Leaf Spot,0.6153685714285715,42.12828571428572,19054.363714285715,59.994285714285716,35
Germany,Banana,Black Sigatoka,0.6153283018867924,44.14245283018868,18954.47358490566,61.48018867924528,53
Bangladesh,Mung Bean,Mung Bean Mosaic Virus,0.6152878048780488,42.546341463414635,18460.27073170732,57.78,41
Ethiopia,Groundnut,Tikka Leaf Spot,0.6152749999999999,43.77305555555555,18138.15638888889,60.84685185185185,108
Kenya,Okra,Okra Root Rot,0.6151464285714285,44.544285714285714,17453.951785714286,62.157500000000006,28
Ukraine,Rice,Rice Tungro Virus,0.6150058823529412,42.255,17099.90529411765,59.56029411764706,34
Bangladesh,Millet,Millet Root Rot,0.6149242424242425,43.68363636363636,18937.709696969698,59.32727272727273,33
Bangladesh,Onion,Downy Mildew,0.6149222222222223,43.33361111111111,16607.003333333334,59.238055555555555,108
Iran,Tomato,Bacterial Wilt,0.6148821428571428,43.97678571428571,19421.961785714284,62.425000000000004,28
China,Pea,Pea Mosaic Virus,0.6148060606060606,44.40393939393939,19564.604545454546,61.594545454545454,33
Ukraine,Canola,Canola Mosaic Virus,0.6148048780487805,43.08268292682927,17503.881463414633,60.60585365853659,41
Nigeria,Sugarcane,Red Rot,0.6147839285714286,43.93017857142858,19851.55892857143,60.67982142857143,56
Colombia,Millet,Millet Root Rot,0.6147405405405405,43.35351351351351,18832.494594594595,60.965675675675676,37
