year,continent,country,total_estimated_economic_loss_usd_per_hectare,avg_yield_loss_percent,avg_food_security_impact_score
2062,North America,Mexico,2727947.35,45.053378378378376,63.83317567567567
2062,North America,USA,2503929.19,40.673648648648644,57.29608108108108
2062,Oceania,Australia,2686763.06,41.75763513513514,59.89641891891892
2062,Oceania,New Zealand,2754479.77,40.36324324324325,57.59216216216216
2062,Oceania,Papua New Guinea,2784575.73,44.41141891891892,60.21493243243243
2062,South America,Argentina,2448736.87,40.09905405405405,56.96716216216216
2062,South America,Brazil,2700418.65,43.726216216216216,61.34716216216216
2062,South America,Colombia,2645853.87,44.22952702702703,61.57033783783784
2065,Africa,Egypt,2574743.44,41.25466216216216,59.7058108108108
2065,Africa,Ethiopia,2329166.24,44.11614864864865,61.159189189189185
2065,Africa,Ghana,2748824.34,44.057432432432435,61.46236486486487
2065,Africa,Kenya,2490539.18,43.18337837837838,60.348040540540545
2065,Africa,Morocco,2490388.9,42.99932432432432,61.942567567567565
2065,Africa,Nigeria,2669315.7,43.14614864864865,60.21168918918919
2065,Africa,South Africa,2715095.53,40.86020270270271,59.601351351351354
2065,Asia,Bangladesh,2798223.24,43.086081081081076,58.766216216216215
2065,Asia,China,2729149.31,41.531283783783785,57.90547297297297
2065,Asia,India,2636853.9,43.597162162162164,60.81574324324324
2065,Asia,Indonesia,2718280.58,43.784797297297295,59.638513513513516
2065,Asia,Iran,2762038.04,41.16668918918919,60.03648648648648
2065,Asia,Pakistan,2731154.02,40.891216216216215,59.346013513513505
2065,Asia,Thailand,2795259.4899999998,42.91222972972973,60.34175675675676
2065,Asia,Turkey,2679988.02,40.612027027027025,57.11256756756757
2065,Asia,Vietnam,2827777.15,42.93655405405405,59.13547297297297
2065,Europe,France,2741029.45,40.40891891891892,56.91216216216216
2065,Europe,Germany,2634262.23,40.00358108108108,56.48114864864864
2065,Europe,Italy,2708232.64,41.43493243243243,57.860067567567576
2065,Europe,Spain,2536416.01,40.98824324324325,57.418581081081086
2065,Europe,Ukraine,2793471.08,40.46756756756756,57.10310810810811
2065,North America,Canada,2712355.61,38.891486486486485,54.44209459459459
2065,North America,Mexico,2631068.87,43.836486486486486,62.60222972972972
2065,North America,USA,2806723.31,40.90912162162162,57.64662162162163
2065,Oceania,Australia,2759041.31,42.12236486486486,60.72540540540541
2065,Oceania,New Zealand,2495792.99,41.00702702702703,57.69560810810811
2065,Oceania,Papua New Guinea,2415272.41,43.39398648648649,59.413175675675674
2065,South America,Argentina,2481188.0,40.31831081081081,56.8172972972973
2065,South America,Brazil,2558561.42,44.072432432432436,61.51047297297297
2065,South America,Colombia,2989399.15,42.987094594594595,60.51648648648649
2068,Africa,Egypt,2611086.37,41.64594594594595,60.70716216216216
2068,Africa,Ethiopia,2730554.04,43.340202702702705,60.466418918918926
2068,Africa,Ghana,2698119.81,42.17013513513514,58.96628378378379
2068,Africa,Kenya,2945199.9,43.758310810810805,60.79858108108108
2068,Africa,Morocco,2783738.82,40.3625,58.81385135135135
2068,Africa,Nigeria,2755090.26,43.5945945945946,60.48418918918919
2068,Africa,South Africa,2604414.66,41.368716216216214,60.26074324324325
2068,Asia,Bangladesh,2837687.85,42.47445945945946,58.26331081081081
2068,Asia,China,2730767.95,40.82135135135135,57.70817567567567
2068,Asia,India,2572898.89,43.70297297297297,60.997567567567565
2068,Asia,Indonesia,2855751.46,42.81385135135135,58.87385135135135
2068,Asia,Iran,2725254.18,41.05202702702702,59.72385135135134
2068,Asia,Pakistan,2600905.81,42.0227027027027,60.67831081081081
2068,Asia,Thailand,2741696.29,43.81574324324324,61.273513513513514
2068,Asia,Turkey,2746763.91,40.476081081081084,57.26263513513514
2068,Asia,Vietnam,3005877.42,43.89763513513514,59.86560810810811
2068,Europe,France,2785635.43,41.41121621621621,57.947162162162165
2068,Europe,Germany,2723074.55,41.14371621621622,57.75601351351351
2068,Europe,Italy,2569949.5300000003,41.39398648648648,57.9070945945946
2068,Europe,Spain,2617329.62,40.50945945945946,57.491621621621626
2068,Europe,Ukraine,2684865.94,41.7831081081081,58.639932432432424
2068,North America,Canada,2569093.48,37.48101351351351,52.913445945945945
2068,North America,Mexico,2708414.23,43.94837837837838,62.69432432432433
2068,North America,USA,2746178.43,39.89439189189189,56.47445945945945
2068,Oceania,Australia,2626409.26,41.11040540540541,60.215743243243246
2068,Oceania,New Zealand,2542694.01,40.27466216216216,56.92155405405405
2068,Oceania,Papua New Guinea,2714403.3,43.71067567567568,59.64236486486486
2068,South America,Argentina,2502365.18,40.44635135135135,57.23736486486486
2068,South America,Brazil,3024866.15,44.131013513513516,61.12418918918918
2068,South America,Colombia,2643570.83,43.71641891891892,61.02905405405405
2071,Africa,Egypt,2687297.28,41.22682432432432,59.74452702702703
2071,Africa,Ethiopia,2816967.37,45.37513513513514,62.47121621621621
2071,Africa,Ghana,2619168.64,44.52155405405405,61.89716216216217
2071,Africa,Kenya,2676179.96,43.86418918918919,61.02722972972973
2071,Africa,Morocco,2646460.95,40.99689189189189,59.55236486486486
2071,Africa,Nigeria,2728222.16,43.71283783783784,61.06195945945946
2071,Africa,South Africa,2865381.59,42.281283783783785,60.95418918918919
2071,Asia,Bangladesh,2721245.39,43.29094594594595,59.54074324324325
2071,Asia,China,2658893.74,40.3502027027027,57.18810810810811
2071,Asia,India,2492300.62,43.41777027027027,60.25810810810811
2071,Asia,Indonesia,2681886.23,43.27871621621622,59.36047297297298
2071,Asia,Iran,2779538.46,42.61554054054054,60.93087837837838
2071,Asia,Pakistan,2695485.81,41.758918918918916,60.18222972972973
2071,Asia,Thailand,3036633.72,43.994391891891894,61.41837837837838
2071,Asia,Turkey,2731869.5,41.12283783783784,58.002364864864866
2071,Asia,Vietnam,2728841.76,42.23878378378379,58.32763513513513
2071,Europe,France,2722337.02,42.450608108108106,58.906554054054055
2071,Europe,Germany,2777837.8,40.87608108108108,57.77722972972973
2071,Europe,Italy,2677769.25,40.028513513513516,56.89493243243244
2071,Europe,Spain,2809627.54,40.97675675675676,57.840743243243246
2071,Europe,Ukraine,2549885.24,40.78655405405405,57.582972972972975
2071,North America,Canada,2527045.72,39.233243243243244,55.20155405405406
2071,North America,Mexico,2829076.56,45.01371621621622,63.58425675675675
2071,North America,USA,2371576.31,41.02993243243243,57.93081081081081
2071,Oceania,Australia,2782241.95,41.48189189189189,60.16682432432433
2071,Oceania,New Zealand,2586994.12,40.42709459459459,56.810945945945946
2071,Oceania,Papua New Guinea,2808042.47,41.773986486486486,57.05006756756757
2071,South America,Argentina,2690062.94,40.79148648648649,57.484391891891896
2071,South America,Brazil,2713827.7600000002,44.86222972972973,62.36310810810811
2071,South America,Colombia,2683938.38,44.89,62.32574324324324
2074,Africa,Egypt,2802354.13,41.43993243243243,60.09689189189189
2074,Africa,Ethiopia,2541168.56,44.16621621621622,61.13763513513514
2074,Africa,Ghana,2824395.96,43.65905405405405,60.766756756756756
2074,Africa,Kenya,2797822.82,44.37560810810811,61.721013513513505
2074,Africa,Morocco,3005952.12,42.174864864864865,61.03324324324324
2074,Africa,Nigeria,2693909.58,43.813986486486485,60.88581081081081
2074,Africa,South Africa,2669748.88,42.06628378378379,60.69621621621622
2074,Asia,Bangladesh,2736077.71,43.44905405405405,59.50777027027027
2074,Asia,China,2467767.06,40.47804054054054,56.66087837837838
2074,Asia,India,2626733.43,44.284527027027025,61.69844594594595
2074,Asia,Indonesia,2721118.09,42.696891891891894,58.39655405405406
2074,Asia,Iran,2583677.7600000002,40.93736486486486,59.2372972972973
2074,Asia,Pakistan,2743380.87,41.784256756756754,60.670675675675675
2074,Asia,Thailand,2649540.58,43.12527027027027,60.63594594594595
2074,Asia,Turkey,2547681.75,40.611689189189185,57.611351351351345
2074,Asia,Vietnam,2887711.34,44.27513513513514,60.26648648648649
2074,Europe,France,2575787.99,40.491283783783786,57.16939189189189
2074,Europe,Germany,3040818.6,41.475675675675674,58.181216216216214
2074,Europe,Italy,2826698.27,40.614459459459454,57.09371621621622
2074,Europe,Spain,2406712.83,40.489729729729724,57.743581081081075
2074,Europe,Ukraine,2451225.52,41.362364864864865,58.36682432432432
2074,North America,Canada,2617925.77,38.35060810810811,53.594054054054055
2074,North America,Mexico,2799115.18,44.76554054054054,63.68756756756757
2074,North America,USA,2520316.3,40.12885135135135,56.74263513513513
2074,Oceania,Australia,2709118.2,40.97108108108108,59.81277027027026
2074,Oceania,New Zealand,2558811.76,40.618986486486484,57.24777027027027
2074,Oceania,Papua New Guinea,2826345.01,41.81472972972973,57.821554054054054
2074,South America,Argentina,2478090.57,40.80824324324324,57.34837837837838
2074,South America,Brazil,2642316.94,43.42108108108108,60.54283783783784
2074,South America,Colombia,2854497.99,45.50310810810811,62.70162162162162
2077,Africa,Egypt,2615958.46,41.41283783783784,59.62871621621621
2077,Africa,Ethiopia,2800420.1,44.049932432432435,61.32006756756757
2077,Africa,Ghana,2630529.18,42.373716216216216,59.73067567567567
2077,Africa,Kenya,2785943.88,45.24216216216216,62.938918918918915
2077,Africa,Morocco,2811945.53,42.641756756756756,61.733243243243244
2077,Africa,Nigeria,2772073.35,43.49635135135135,60.73472972972973
2077,Africa,South Africa,2731940.53,41.84513513513514,60.39763513513514
2077,Asia,Bangladesh,2776284.16,43.049391891891894,59.50283783783784
2077,Asia,China,2763552.36,40.94601351351351,57.65054054054055
2077,Asia,India,2660792.13,43.72668918918919,60.73594594594594
2077,Asia,Indonesia,2612804.87,43.825540540540544,59.513445945945946
2077,Asia,Iran,2748223.0,41.6552027027027,60.25709459459459
2077,Asia,Pakistan,2843078.22,42.12898648648649,60.62527027027028
2077,Asia,Thailand,2886208.67,43.47108108108108,60.987905405405414
2077,Asia,Turkey,2594374.56,40.630067567567565,57.19148648648649
2077,Asia,Vietnam,2647688.33,44.15358108108108,60.30797297297297
2077,Europe,France,2600357.59,41.07013513513514,57.90094594594595
2077,Europe,Germany,2724365.63,40.64310810810811,57.302770270270265
2077,Europe,Italy,2559606.06,40.89074324324324,57.59256756756757
2077,Europe,Spain,2595139.57,40.942972972972974,57.69459459459459
2077,Europe,Ukraine,2845091.01,41.83371621621622,58.54162162162162
2077,North America,Canada,2648039.39,38.45364864864865,53.73432432432433
2077,North America,Mexico,2790027.68,45.548648648648644,64.31932432432433
2077,North America,USA,2854081.78,41.61067567567568,57.99554054054054
2077,Oceania,Australia,2727726.13,42.093378378378375,60.66837837837838
2077,Oceania,New Zealand,2442033.77,40.12567567567568,56.48547297297298
2077,Oceania,Papua New Guinea,2721561.1,44.12209459459459,60.08317567567567
2077,South America,Argentina,2475167.96,40.75777027027027,57.6227027027027
2077,South America,Brazil,2574165.88,43.59216216216216,60.354594594594595
2077,South America,Colombia,2793017.94,42.95608108108108,60.23229729729729
2080,Africa,Egypt,2600658.64,41.24506756756757,60.023581081081076
2080,Africa,Ethiopia,2760291.67,43.789054054054056,61.139932432432424
2080,Africa,Ghana,2638765.02,43.32952702702703,60.56689189189189
2080,Africa,Kenya,2755646.28,45.096148648648644,62.65445945945946
2080,Africa,Morocco,2491026.56,40.989797297297294,59.427702702702696
2080,Africa,Nigeria,2753066.54,43.932702702702706,61.02729729729729
2080,Africa,South Africa,2784864.32,41.39722972972973,60.19087837837838
2080,Asia,Bangladesh,2699424.21,43.673986486486484,59.64378378378379
2080,Asia,China,2765781.57,41.424797297297296,58.3677027027027
2080,Asia,India,2619154.08,43.61006756756757,61.25054054054054
2080,Asia,Indonesia,2734109.37,43.6404054054054,59.693851351351356
2080,Asia,Iran,2555670.72,40.98601351351351,60.119797297297296
2080,Asia,Pakistan,2474840.14,40.96074324324324,59.74216216216216
2080,Asia,Thailand,2775867.28,44.03405405405405,61.339256756756754
2080,Asia,Turkey,2462881.57,40.13236486486487,56.62135135135134
2080,Asia,Vietnam,2732765.26,42.670878378378376,58.78743243243244
2080,Europe,France,2813387.48,41.41304054054054,58.32891891891892
2080,Europe,Germany,2501687.51,41.32783783783784,57.75986486486486
2080,Europe,Italy,2596740.07,39.57290540540541,55.98155405405406
2080,Europe,Spain,2640233.22,40.575540540540544,57.28972972972972
2080,Europe,Ukraine,2513567.71,41.487297297297296,58.413108108108105
2080,North America,Canada,2612795.41,39.45331081081081,55.23452702702703
2080,North America,Mexico,2615712.71,43.68439189189189,62.34966216216216
2080,North America,USA,2789112.87,41.133986486486485,57.870202702702706
2080,Oceania,Australia,2825845.4,42.020405405405405,60.51506756756756
2080,Oceania,New Zealand,2797516.2600000002,41.85567567567568,58.774391891891895
2080,Oceania,Papua New Guinea,2702015.68,43.16256756756757,58.88236486486487
2080,South America,Argentina,2648115.2399999998,41.19513513513514,57.74885135135135
2080,South America,Brazil,2625640.27,43.986959459459456,60.91222972972973
2080,South America,Colombia,2785688.7,43.2820945945946,60.490472972972974
2083,Africa,Egypt,2781358.96,41.81,59.93817567567568
2083,Africa,Ethiopia,2859529.51,43.96554054054054,61.163175675675674
2083,Africa,Ghana,2736594.51,43.99655405405405,60.68864864864865
2083,Africa,Kenya,2637342.54,43.27614864864865,60.58418918918918
2083,Africa,Morocco,2730372.5,41.13709459459459,60.028851351351356
2083,Africa,Nigeria,2928816.45,44.16486486486486,61.09216216216216
2083,Africa,South Africa,2703554.62,41.567905405405405,60.718445945945945
2083,Asia,Bangladesh,2709428.94,43.50675675675676,59.13364864864865
2083,Asia,China,2679444.14,40.80804054054054,57.6522972972973
2083,Asia,India,2837698.97,44.240945945945946,61.93878378378379
2083,Asia,Indonesia,2800914.53,43.506013513513516,59.545743243243244
2083,Asia,Iran,2685155.81,41.84608108108108,60.5152027027027
2083,Asia,Pakistan,2521819.78,41.79006756756757,60.240945945945946
2083,Asia,Thailand,2764800.52,43.30189189189189,60.22087837837838
2083,Asia,Turkey,2701312.48,41.60581081081081,58.42202702702702
2083,Asia,Vietnam,2823101.94,42.83121621621622,58.59912162162162
2083,Europe,France,2433922.83,40.97918918918919,57.93689189189189
2083,Europe,Germany,2497673.73,41.33540540540541,58.295608108108105
2083,Europe,Italy,2691535.71,41.08094594594594,57.80168918918919
2083,Europe,Spain,2450409.52,41.473310810810815,58.17999999999999
2083,Europe,Ukraine,2697100.05,40.72783783783784,57.405810810810806
2083,North America,Canada,2535346.51,37.990337837837835,53.17689189189189
2083,North America,Mexico,2752634.03,45.07668918918919,63.64412162162162
2083,North America,USA,2931968.5,41.277432432432434,57.43135135135135
2083,Oceania,Australia,2781417.45,41.39081081081081,59.63033783783784
2083,Oceania,New Zealand,2502383.38,39.788513513513514,56.23006756756756
2083,Oceania,Papua New Guinea,2882103.42,43.29304054054054,59.52243243243243
2083,South America,Argentina,2767923.24,41.68054054054054,58.258445945945944
2083,South America,Brazil,2534666.14,42.80871621621621,60.00128378378379
2083,South America,Colombia,2647656.49,43.11844594594594,59.9522972972973
2086,Africa,Egypt,2533686.05,41.80209459459459,60.37513513513514
2086,Africa,Ethiopia,2817701.27,44.31831081081081,62.27527027027027
2086,Africa,Ghana,2853213.89,44.682094594594595,62.37405405405406
2086,Africa,Kenya,2750493.31,43.49695945945946,60.79925675675676
2086,Africa,Morocco,2657421.46,41.175472972972976,60.00344594594595
2086,Africa,Nigeria,2749923.39,43.972162162162164,60.66668918918919
2086,Africa,South Africa,2733273.03,41.402499999999996,59.804054054054056
2086,Asia,Bangladesh,3099357.59,44.625,60.8718918918919
2086,Asia,China,2725085.52,40.14385135135135,56.714256756756754
2086,Asia,India,2681744.55,43.04662162162162,60.58513513513514
2086,Asia,Indonesia,2685100.2,43.66952702702703,59.92432432432432
2086,Asia,Iran,2620224.04,41.3454054054054,60.23939189189189
2086,Asia,Pakistan,2644470.21,41.8829054054054,60.90783783783784
2086,Asia,Thailand,2752349.28,44.435135135135134,61.91236486486487
2086,Asia,Turkey,2603586.11,41.49337837837838,57.87722972972973
2086,Asia,Vietnam,2896235.7800000003,44.55668918918919,60.14574324324324
2086,Europe,France,2846918.88,40.99277027027027,57.395
2086,Europe,Germany,2690093.43,41.10722972972973,57.83175675675676
2086,Europe,Italy,2697363.67,40.75304054054054,57.23398648648648
2086,Europe,Spain,2373169.96,40.3875,56.87047297297297
2086,Europe,Ukraine,2667905.86,41.278243243243246,58.16547297297297
2086,North America,Canada,2701412.21,39.41986486486487,54.69844594594595
2086,North America,Mexico,2806591.21,44.152567567567566,62.714594594594594
2086,North America,USA,2539652.76,40.347162162162164,56.97864864864865
2086,Oceania,Australia,2821615.26,40.72736486486486,59.659932432432434
2086,Oceania,New Zealand,2583600.09,39.68817567567568,56.899391891891895
2086,Oceania,Papua New Guinea,2785053.5,43.87574324324324,59.851351351351354
2086,South America,Argentina,2985166.36,40.47817567567568,57.08027027027026
2086,South America,Brazil,2873323.39,44.62412162162162,61.85364864864865
2086,South America,Colombia,2569941.95,43.81567567567568,61.594729729729735
2089,Africa,Egypt,2843227.5100000002,41.91560810810811,61.14412162162162
2089,Africa,Ethiopia,2712189.26,42.512635135135135,59.99932432432432
2089,Africa,Ghana,2697789.44,43.88628378378378,61.020337837837836
2089,Africa,Kenya,2749529.23,43.62405405405405,60.39912162162162
2089,Africa,Morocco,2519283.9,41.58297297297297,60.09891891891891
2089,Africa,Nigeria,2683511.46,42.77006756756757,60.25216216216216
2089,Africa,South Africa,2616756.47,40.57310810810811,59.173783783783776
2089,Asia,Bangladesh,2829057.41,42.90006756756757,58.58966216216216
2089,Asia,China,2820363.4,42.05945945945946,59.07567567567568
2089,Asia,India,2762698.3,44.00331081081081,61.346824324324324
2089,Asia,Indonesia,2731990.14,42.887702702702704,58.645067567567565
2089,Asia,Iran,2714023.67,40.516486486486485,58.89385135135136
2089,Asia,Pakistan,2708705.81,42.10168918918919,60.854594594594595
2089,Asia,Thailand,2812231.09,45.21162162162162,63.10844594594594
2089,Asia,Turkey,2678315.3,40.54736486486487,56.86898648648649
2089,Asia,Vietnam,2871744.37,43.39047297297297,59.618648648648644
2089,Europe,France,2656238.69,41.0852027027027,57.80918918918919
2089,Europe,Germany,2559169.28,41.36675675675676,58.45831081081081
2089,Europe,Italy,2700374.05,41.65513513513513,58.51837837837837
2089,Europe,Spain,2956260.39,42.1872972972973,58.85837837837838
2089,Europe,Ukraine,2670855.75,41.30641891891892,58.023378378378375
2089,North America,Canada,2601409.06,38.68945945945946,54.4045945945946
2089,North America,Mexico,2875663.98,44.365878378378376,63.094189189189194
2089,North America,USA,2785295.99,40.14202702702703,57.01668918918919
2089,Oceania,Australia,2769913.35,42.11452702702702,60.73689189189189
2089,Oceania,New Zealand,2701624.75,42.15337837837838,58.586216216216215
2089,Oceania,Papua New Guinea,2827338.83,43.60682432432433,59.45060810810811
2089,South America,Argentina,2861551.5,40.68033783783783,56.85689189189189
2089,South America,Brazil,2856609.69,43.745000000000005,61.10695945945946
2089,South America,Colombia,2504114.72,43.37175675675676,61.11371621621622
2092,Africa,Egypt,2682703.59,41.19898648648648,60.00797297297297
2092,Africa,Ethiopia,2784914.67,43.55918918918919,61.05587837837838
2092,Africa,Ghana,2797670.73,44.97506756756757,62.43689189189189
2092,Africa,Kenya,2715524.48,44.222567567567566,61.59243243243243
2092,Africa,Morocco,2470390.53,41.46195945945946,59.998378378378376
2092,Africa,Nigeria,2761107.47,43.616013513513515,60.68297297297297
2092,Africa,South Africa,2671761.38,41.18452702702703,60.10898648648648
2092,Asia,Bangladesh,2704503.65,43.75108108108108,59.47824324324325
2092,Asia,China,2555113.4899999998,41.95912162162162,58.597905405405406
2092,Asia,India,2542648.21,44.70486486486486,61.81263513513514
2092,Asia,Indonesia,2601230.77,43.41817567567568,59.59439189189189
2092,Asia,Iran,2618206.7399999998,40.79114864864865,59.362837837837844
2092,Asia,Pakistan,2774179.6,40.54121621621622,58.89222972972973
2092,Asia,Thailand,2601455.74,44.36,61.850743243243244
2092,Asia,Turkey,2800665.61,41.99202702702703,58.65054054054055
2092,Asia,Vietnam,2722205.33,44.75243243243243,60.91108108108108
2092,Europe,France,2639289.95,40.178378378378376,57.02141891891892
2092,Europe,Germany,2615386.55,41.71081081081081,58.55202702702703
2092,Europe,Italy,2547178.43,41.241081081081084,58.54581081081081
2092,Europe,Spain,2640428.93,42.35425675675676,59.3497972972973
2092,Europe,Ukraine,2685114.07,41.69209459459459,58.20216216216216
2092,North America,Canada,2594500.35,38.012837837837836,53.67560810810811
2092,North America,Mexico,2802730.36,45.2247972972973,63.93155405405406
2092,North America,USA,2625486.84,41.33810810810811,57.89581081081081
2092,Oceania,Australia,2812807.15,42.44939189189189,61.24216216216216
2092,Oceania,New Zealand,2717042.25,41.207364864864864,58.12567567567568
2092,Oceania,Papua New Guinea,2784123.45,42.97452702702702,58.73472972972973
2092,South America,Argentina,2747174.95,40.89587837837838,57.47155405405406
2092,South America,Brazil,2723043.88,43.25412162162162,60.71932432432433
2092,South America,Colombia,2817712.44,43.45236486486486,60.824121621621615
2095,Africa,Egypt,2944424.0,41.87506756756757,60.37560810810811
2095,Africa,Ethiopia,2622304.71,43.0622972972973,60.25945945945946
2095,Africa,Ghana,2358598.23,43.1675,60.5725
2095,Africa,Kenya,2637645.67,44.075135135135135,61.47540540540541
2095,Africa,Morocco,2516775.28,41.1552027027027,59.35932432432433
2095,Africa,Nigeria,2572946.78,43.847905405405406,61.21716216216216
2095,Africa,South Africa,2566928.16,42.47513513513513,61.26425675675676
2095,Asia,Bangladesh,2585804.42,43.564189189189186,59.39662162162163
2095,Asia,China,2543712.57,42.05162162162162,59.17337837837838
2095,Asia,India,2521745.7,44.74648648648648,62.155
2095,Asia,Indonesia,2573965.84,43.24351351351351,59.12972972972973
2095,Asia,Iran,2728606.12,41.43114864864865,59.75006756756757
2095,Asia,Pakistan,2725008.43,41.157229729729735,59.629864864864864
2095,Asia,Thailand,2653683.84,44.51527027027027,62.5247972972973
2095,Asia,Turkey,2704176.42,40.85945945945946,57.66952702702703
2095,Asia,Vietnam,2559582.14,42.7697972972973,58.660608108108114
2095,Europe,France,2442292.06,40.763040540540544,57.826216216216224
2095,Europe,Germany,2639374.51,42.284527027027025,59.219121621621625
2095,Europe,Italy,2749257.18,41.81,58.9875
2095,Europe,Spain,2620914.87,41.505270270270266,58.33006756756757
2095,Europe,Ukraine,2691995.93,41.56702702702703,58.456418918918914
2095,North America,Canada,2425689.39,38.364999999999995,53.938986486486485
2095,North America,Mexico,2802105.08,44.49777027027027,63.21067567567568
2095,North America,USA,2405953.37,40.14304054054054,56.72878378378379
2095,Oceania,Australia,2732897.11,42.22837837837838,60.85108108108108
2095,Oceania,New Zealand,2723520.05,40.58304054054054,57.41141891891891
2095,Oceania,Papua New Guinea,2771045.07,43.50135135135135,59.88648648648649
2095,South America,Argentina,2608754.32,40.601554054054056,57.14486486486487
2095,South America,Brazil,2958016.14,44.76736486486486,62.026756756756754
2095,South America,Colombia,2745040.84,44.42641891891892,62.092837837837834
2098,Africa,Egypt,2570321.5300000003,41.046554054054056,59.80824324324325
2098,Africa,Ethiopia,2590921.21,44.00243243243243,61.489729729729724
2098,Africa,Ghana,2695689.65,41.70716216216216,59.11952702702703
2098,Africa,Kenya,2708175.24,44.99864864864865,62.75060810810811
2098,Africa,Morocco,2452041.66,41.71743243243243,60.30108108108108
2098,Africa,Nigeria,2766842.29,45.03324324324324,62.805540540540534
2098,Africa,South Africa,2763566.19,41.47858108108108,60.65783783783784
2098,Asia,Bangladesh,2910883.45,44.55074324324325,60.321554054054054
2098,Asia,China,2743666.23,40.63716216216216,57.80195945945946
2098,Asia,India,2809765.59,43.343445945945945,60.57121621621622
2098,Asia,Indonesia,2811093.7,44.205,59.94148648648649
2098,Asia,Iran,2680203.39,41.582905405405405,60.163040540540536
2098,Asia,Pakistan,2458923.94,41.88993243243243,60.23128378378378
2098,Asia,Thailand,2870134.17,43.80236486486486,61.51101351351351
2098,Asia,Turkey,2806559.63,40.93506756756757,57.73398648648648
2098,Asia,Vietnam,2594104.13,43.25385135135135,59.38817567567568
2098,Europe,France,2492751.2,41.20621621621622,57.79750000000001
2098,Europe,Germany,2569047.0,40.91202702702702,57.75108108108108
2098,Europe,Italy,2856397.86,42.18047297297297,58.814391891891894
2098,Europe,Spain,2364969.6,40.52621621621622,56.909932432432434
2098,Europe,Ukraine,2662932.06,39.899324324324326,56.611959459459456
2098,North America,Canada,2556607.65,37.92168918918919,53.30135135135136
2098,North America,Mexico,2747098.28,44.436013513513515,63.16101351351351
2098,North America,USA,3046431.69,41.33006756756757,58.23412162162162
2098,Oceania,Australia,2837818.1,42.31344594594595,60.964391891891886
2098,Oceania,New Zealand,2622354.95,40.29304054054054,56.486554054054054
2098,Oceania,Papua New Guinea,2739302.86,43.90702702702703,60.17216216216216
2098,South America,Argentina,2620491.94,41.9127027027027,58.77513513513513
2098,South America,Brazil,2891744.26,44.174932432432435,61.72837837837837
2098,South America,Colombia,2836679.18,44.23425675675676,61.6318918918919
2100,Africa,Egypt,2790799.95,41.635540540540546,60.71060810810811
2100,Africa,Ethiopia,2705292.85,43.94162162162162,61.37851351351352
2100,Africa,Ghana,2693503.32,43.60114864864865,61.101351351351354
2100,Africa,Kenya,2550585.55,44.23202702702703,61.88831081081081
2100,Africa,Morocco,2694018.29,40.946689189189186,59.33486486486486
2100,Africa,Nigeria,3046351.93,44.16486486486486,61.49587837837837
2100,Africa,South Africa,2802002.41,42.64236486486486,61.630878378378384
2100,Asia,Bangladesh,2771720.32,43.134189189189186,59.33851351351352
2100,Asia,China,2740568.24,41.357837837837835,57.72452702702702
2100,Asia,India,2805022.51,44.0802027027027,61.52310810810811
2100,Asia,Indonesia,2810340.32,43.40391891891892,59.65405405405405
2100,Asia,Iran,2590799.93,41.55243243243243,60.19668918918919
2100,Asia,Pakistan,2636097.99,41.379932432432426,59.79121621621622
2100,Asia,Thailand,2735753.17,44.01560810810811,61.520472972972975
2100,Asia,Turkey,2680289.57,40.92527027027027,57.59209459459459
2100,Asia,Vietnam,2775099.67,43.39425675675676,59.01986486486487
2100,Europe,France,2527835.13,41.097094594594594,57.932702702702706
2100,Europe,Germany,2594002.58,40.651689189189185,57.56932432432433
2100,Europe,Italy,2482351.2,40.79513513513514,57.445810810810805
2100,Europe,Spain,2828125.89,41.47614864864865,58.25452702702703
2100,Europe,Ukraine,2648172.27,40.634324324324325,57.40783783783784
2100,North America,Canada,2630888.48,39.46581081081081,55.24351351351351
2100,North America,Mexico,2933175.65,45.00087837837838,64.05999999999999
2100,North America,USA,2567223.4,41.04682432432433,57.58135135135136
2100,Oceania,Australia,2708357.69,42.23094594594595,61.16472972972972
2100,Oceania,New Zealand,2540540.41,40.508783783783784,57.34202702702703
2100,Oceania,Papua New Guinea,2906373.17,43.27290540540541,59.03952702702703
2100,South America,Argentina,2464265.1,39.93358108108108,56.868040540540534
2100,South America,Brazil,2650294.32,43.56506756756757,60.839256756756754
2100,South America,Colombia,2549311.67,43.93135135135135,61.55797297297297
